system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2018_09_12,1.5905175505573386,0.5,2.4837351699480235,1.1345985098744638,0.10955674784683636,80.2343451210646,0.0,2018-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_13,2.8650836268376967,0.5,2.9122551839984387,0.3654034217971632,0.0,51.749357406003725,0.0,2018-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_14,3.5601646995771934,0.5,3.5890173181976124,0.05070043219006445,2.1624133550648836E-4,49.479029736985765,0.0,2018-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_15,3.10126533864541,0.5,3.1320617869142446,0.04241207552887262,0.0,49.49203279536983,0.0,2018-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_16,2.656640690587107,0.5,2.678110358421221,0.026339980200820286,0.0,49.611021197913175,0.0,2018-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_17,2.514379352601586,0.5,2.5096649085486895,0.028461893612803636,0.0,50.5228729240857,0.0,2018-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_18,2.703083621549356,0.5,2.717936339009276,0.018804425808379096,0.0,49.59911832009698,0.0,2018-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_19,3.2048371630121277,0.5,3.2447181069560864,0.02094811263806647,0.0,50.708488295501716,0.0,2018-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_20,3.3642027389227334,0.5,3.3537094998251846,0.023309571183158205,0.0,50.319867179916855,0.0,2018-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_21,1.176557479933773,45.7,2.751231086463618,0.36243979833414935,0.033805964283174325,109.76811708837495,0.0,2018-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_22,1.2211740832940818,58.800000000000004,2.838860637230039,0.46921443647374933,0.038465989369575446,85.45639870963137,0.0,2018-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_23,2.132748717318835,75.38438227625058,2.6135978999824214,0.24391036132655544,0.03971637867114135,56.23943364488031,0.0,2018-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_24,1.6654622410177178,100.20011441631786,2.8244961159441155,0.55838693892938,0.13043048491034082,102.65554500663168,0.0,2018-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_25,1.760976096818433,116.30002145619352,2.824703967877989,0.9380053534118523,0.1569154948682007,110.51144455597924,0.0,2018-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_26,2.27858240536241,86.9,2.9262741230957725,0.9958797057521718,0.07383463988403201,89.36872572335118,0.0,2018-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_27,1.6294671397121014,66.80016095043719,2.9227066351133604,1.2436836481637275,0.12387060788735028,97.45307484763369,0.0,2018-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_28,1.5014679061847773,50.900000000000006,2.910361547553724,1.4249814406908483,0.10729199734213629,91.22705435656377,0.0,2018-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_29,1.7156174580730237,38.2,3.0372921595218694,1.8161858979751857,0.16483799326863047,114.07788149937932,0.0,2018-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_30,3.635805850154702,27.900000000000002,3.508843414549739,0.9267940885604478,0.1907999236434502,51.55725165129365,0.0,2018-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_01,2.613079610006575,19.400000000000002,2.823638695679438,0.9041217604607654,0.17674159347585142,123.34343385461685,0.0,2018-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_02,2.3653095486007567,13.0,2.9364896460358136,1.4421485153635096,0.23086908458747485,241.97962043523097,0.0,2018-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_03,3.058001340355629,8.1,2.8636154117307524,2.007495879789983,0.3980127770857463,226.69158282526521,0.0,2018-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_04,2.643416351505084,4.7,2.7074375931367176,0.37182956296252645,0.10848322725455828,53.51219175429588,0.0,2018-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_05,4.129849892521174,0.5,3.132006022433937,0.7540040183213924,0.08624089581286183,151.18663319187328,0.0,2018-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_06,0.41520790107062844,0.5,3.0966389453851746,1.646841027721003,0.0,423.1503874612177,0.0,2018-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_07,2.922069416732769,0.5,2.8934646257060783,0.10635178714494425,0.0,52.55080352514258,0.0,2018-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_08,2.6091309414604775,0.5,2.5915309046030646,0.026543820531086813,0.0,50.2661097746582,0.0,2018-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_09,1.413588368705757,0.5,2.7278175404922935,0.37056057850961355,0.13573244670447865,106.00954641883023,0.0,2018-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_10,1.3000760246086884,0.5,3.195109921366908,0.6004465187359457,0.07374893031098605,201.63647517806896,0.0,2018-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_11,2.4005883875366716,0.5,2.84502028621144,0.8961759944534768,0.24361042411599176,131.94807369338633,0.0,2018-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_12,3.3437462759816285,0.5,3.319902665238691,0.029973888361699855,0.0,50.11523627771337,0.0,2018-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
